"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"1" "FBgn0015690" 37.5192672272391 -1.7094430618854 1.45842678790829 0.0114804738285348 0.0196762761345232
"2" "FBgn0013077" 17.9968503011858 -3.85816330252587 0.808617328085461 2.18309853784796e-07 7.23204071611409e-07
"3" "FBgn0013105" 120.31374524617 0.636970419814899 0.235916580324394 0.00426725895582529 0.00790779305420756
"4" "FBgn0082392" 1835.82494368814 2.17961014601432 0.130653280177754 2.80654188067746e-63 4.74305577834491e-61
"5" "FBgn0017805" 15.0220392045547 -1.44541902155466 1.0178293980047 0.0153022396616918 0.0256355033323086
"6" "FBgn0014836" 114.001798162348 -2.70072450517257 0.654026327846827 2.49376461470734e-06 7.35274927635361e-06
"7" "FBgn0064312" 80133.4958355226 -0.79548667276585 0.0761941718379803 8.13540946686578e-26 1.3769705188683e-24
"8" "FBgn0014844" 5070.393541781 2.19104689257478 0.142792512180487 4.71939617154876e-54 4.96605140542028e-52
"9" "FBgn0045508" 175.112656736347 0.79180025718005 0.195595298231278 2.61603943267699e-05 6.75759699677609e-05
"10" "FBgn0025647" 5436.39518399227 0.798077142236042 0.104980194725565 1.56645528516932e-14 1.04125400779372e-13
"11" "FBgn0062279" 775.533302866835 1.29849141662707 0.126743470521352 3.280727795031e-25 5.26521407565118e-24
"12" "FBgn0040407" 24411.1233423896 1.06758458817968 0.149592058629782 3.42434643151136e-13 2.02626844016328e-12
"13" "FBgn0013132" 464.473045582913 1.25285080065423 0.142802278157927 4.55069768193902e-19 4.56872024701601e-18
"14" "FBgn0020069" 316.817573213925 0.70336433530513 0.16568842610403 1.27440206826463e-05 3.431839852589e-05
"15" "FBgn0067469" 388.135988508852 -0.675589737855399 0.133136652369925 2.32394990543459e-07 7.68267256823279e-07
"16" "FBgn0020674" 888.236511041585 -4.08608201103305 1.12664718989377 1.09545896120828e-05 2.96571583818379e-05
"17" "FBgn0013913" 70.5021178072138 -1.5503299258048 0.506680245558752 0.000327066812827636 0.000725557523921927
"18" "FBgn0013917" 1030.68384238886 -0.885057030023928 0.118200990413458 3.08750278306155e-14 1.99524948101208e-13
"19" "FBgn0013088" 3498.79228111742 -1.82775794404566 0.229557840649186 2.21834745498255e-16 1.74741860966634e-15
"20" "FBgn0023562" 1209.91580216559 1.18717658793788 0.100538375986509 1.10145660191622e-32 3.07910950821392e-31
"21" "FBgn0043390" 2623.75837904259 1.2087700373426 0.124446429785371 7.70558405283359e-23 1.05457772423688e-21
"22" "FBgn0020672" 2225.24855599538 -0.753144934958175 0.0782498884260457 3.40622176829285e-22 4.38718217130929e-21
"23" "FBgn0064315" 1424.52149341586 -1.0994986571936 0.164680838397917 7.7150033939755e-12 4.00993233254439e-11
"24" "FBgn0062278" 411.061740106975 1.82665333469716 0.142497338906601 2.09356726555503e-38 8.49150882909122e-37
"25" "FBgn0013920" 23.3324113008417 1.26846711894858 0.500446936796122 0.00237325809273293 0.00460530980625315
"26" "FBgn0015212" 827.006611999339 0.852516155619834 0.12177700565689 1.24564437003305e-12 6.97135840609565e-12
"27" "FBgn0013110" 260.714001572728 1.17198196137959 0.188044089266324 1.363097688602e-10 6.23625579108559e-10
"28" "FBgn0026093" 15379.2647347757 1.19656797621071 0.101011442055527 5.34777166294484e-33 1.53339447631071e-31
"29" "FBgn0013112" 96.8990690990229 -4.2471849729399 0.444649890199275 6.89564451279485e-23 9.48384943227049e-22
"30" "FBgn0022838" 32.7471105908407 -0.968793384675366 0.451451167714995 0.0100104822882775 0.0173380309694793
"31" "FBgn0068554" 2799.40343084525 -1.58438116165365 0.212494092175448 1.55145278963191e-14 1.03251219663212e-13
"32" "FBgn0013116" 5.42787521893192 1.64167479387192 1.41561947646101 0.0182529359249661 0.0301619625640107
"33" "FBgn0062715" 446.184762233752 4.40050093375562 0.207565513017456 1.76155669560548e-100 1.30989355885224e-97
"34" "FBgn0044889" 74062.1164013626 -1.02372735553809 0.129846762867567 1.13853692262669e-15 8.43243083331876e-15
"35" "FBgn0013096" 6652.99424637428 -0.776717841397414 0.122537749075433 1.26964612307676e-10 5.82543515294044e-10
"36" "FBgn0017795" 1063.02768417917 0.660674473587411 0.11201864847858 2.28787278491072e-09 9.26613400250334e-09
"37" "FBgn0064306" 1499.60762486534 1.04304923570351 0.108492715050138 2.58820797134141e-22 3.36075340073831e-21
"38" "FBgn0013101" 18.3821252745577 -3.90628973233364 1.11993777533075 3.14181550258587e-05 8.03757112748687e-05
"39" "FBgn0013109" 1362.96372164331 1.7990720186277 0.121939113665859 4.93757779807974e-50 4.51424120981815e-48
"40" "FBgn0067462" 1491.54397064519 -2.38857111572184 0.225130500823021 2.67700752577086e-27 5.04380776054868e-26
"41" "FBgn0013066" 34.4451206575248 -3.077560719421 0.985949903369526 9.20106790907179e-05 0.000219449798424415
"42" "FBgn0013090" 5.61729488638641 3.43261506520922 1.89644122266242 0.00264920600362881 0.00509871196167801
"43" "FBgn0016401" 16097.8236685691 -0.79509071662766 0.457569215949357 0.0302023204468701 0.0477094862292011
"44" "FBgn0020676" 59523.4407562382 -1.10851084599262 0.133425552112965 3.0765529962371e-17 2.65192211128505e-16
"45" "FBgn0061220" 73506.3302496802 -0.875268293861465 0.0758541939102074 3.85118752283774e-31 9.46170608584408e-30
"46" "FBgn0016470" 2098.80123710669 1.40318400585778 0.100229840163146 4.4858957653965e-45 2.92606323784986e-43
"47" "FBgn0013137" 950.976744177704 1.3008485192644 0.169641077188609 4.49151479192301e-15 3.14443655340182e-14
"48" "FBgn0067465" 862.880312206465 -2.62723118478237 0.190651291566549 3.47710012432536e-44 2.13096564762226e-42
"49" "FBgn0015211" 2811.20789235542 0.977848545238831 0.0837074101824853 6.14565207707674e-32 1.60535370650384e-30
"50" "FBgn0066145" 479.700371922217 1.21913097895532 0.117389308698222 8.40084036025139e-26 1.41759415095679e-24
"51" "FBgn0013918" 8.0130434856602 1.7878554769006 1.00037599218613 0.00692954309128055 0.0123687187774273
"52" "FBgn0040402" 1431.88395982795 0.853952038986341 0.10930764458669 2.72108149340453e-15 1.9493219638686e-14
"53" "FBgn0013146" 698.760161527078 0.938475232601347 0.0970566561166371 1.72426589931715e-22 2.28870247778731e-21
"54" "FBgn0020068" 36.8895678552148 1.19192233132605 0.396496034710682 0.000664958498556434 0.00140739034020844
"55" "FBgn0042729" 7110.25658176005 0.74651059300746 0.0935049294164536 8.15799052282942e-16 6.11109646015039e-15
"56" "FBgn0015205" 768.736860987855 -1.01584184520088 0.147623504032915 2.15620447706437e-12 1.1760540213778e-11
"57" "FBgn0041262" 159.211175919386 -2.14065752511233 0.228663663071275 9.04159124142382e-22 1.12681462242281e-20
"58" "FBgn0044890" 719.267507283189 -0.820002543639663 0.147224399607124 1.23279120954331e-08 4.66436674058552e-08
"59" "FBgn0064309" 1754.65851389365 1.723772373819 0.100590043735037 1.38673208715593e-66 2.71361573686618e-64
"60" "FBgn0025403" 322.100599862001 -0.620307911932926 0.150148048350485 2.30248689637319e-05 5.9892581255006e-05
"61" "FBgn0017793" 65.25784115416 -1.12230050115275 0.319185988767513 0.00012351581924648 0.000289188800981369
"62" "FBgn0064305" 1786.29278507108 0.945660182331203 0.0926281626269439 7.7596701730945e-25 1.20545071184814e-23
"63" "FBgn0013912" 53758.1209644719 -0.636451276192492 0.0473764199292159 2.84000466410593e-41 1.4269104515062e-39
"64" "FBgn0013098" 2169.61986144462 1.18503581548516 0.156534639120799 1.1921938092839e-14 8.01550919153264e-14
"65" "FBgn0020976" 3252.50487040923 1.12118529394972 0.0750092373935211 5.47476981902806e-51 5.14745555205596e-49
"66" "FBgn0014841" 1055.41539284875 1.23969759221182 0.136595802086954 3.21030957181676e-20 3.49344321600431e-19
"67" "FBgn0013080" 184.296788940053 -2.44063268830688 1.04893823300101 0.00102547685336213 0.00211309233741015
"68" "FBgn0013093" 6431.1558275134 0.591970923554168 0.0852792024294368 2.68303043764764e-12 1.45133469939485e-11
"69" "FBgn0020450" 2436.10856686824 0.679933565849016 0.076644752247512 4.49916276859675e-19 4.521050587471e-18
"70" "FBgn0016459" 51120.0594789422 -0.990090674249694 0.146004163382314 4.38038502007089e-12 2.33105031077628e-11
"71" "FBgn0013115" 3133.97635751658 1.14979458511683 0.110186593406327 6.4627235840836e-26 1.10053769247127e-24
"72" "FBgn0022424" 4786.76006734029 -1.03795138060091 0.406482997200904 0.00296672795403011 0.00566430736036492
"73" "FBgn0020983" 1240.88369434797 1.2496333419425 0.131971884061028 7.90312660763793e-22 9.90915941584355e-21
"74" "FBgn0023229" 3965.04637002427 1.22377575715377 0.0856151221648079 6.99951949404219e-47 5.33303709030379e-45
"75" "FBgn0016496" 608.527143409972 1.36256867724474 0.147352794532792 5.7367326404916e-21 6.63083066031536e-20
"76" "FBgn0064311" 15.2871292998384 1.0422485541214 0.615658757061063 0.02245409907223 0.0364666600249932
"77" "FBgn0014837" 84.8403144222556 -2.19671727539425 0.643433290223756 5.40932354823607e-05 0.000133633654168383
"78" "FBgn0085843" 1272.48296310704 -1.50755443957576 0.0885525855770739 1.01837769315375e-65 1.9252516592266e-63
"79" "FBgn0086436" 969.310126329684 0.820537512463833 0.0980050657789119 2.9074418907636e-17 2.51197574357685e-16
"80" "FBgn0086437" 25.7486678149714 -1.7073977561501 0.530782059619234 0.000175608482946395 0.000402783676492719
"81" "FBgn0086439" 6.80750204542902 -1.85997224609144 1.78826598809183 0.0133075497943504 0.0225855767507888
"82" "FBgn0086440" 1604.36337338365 -1.08402433184283 0.11827155471203 1.59245958306998e-20 1.77268405085454e-19
"83" "FBgn0197337" 5683.79173638415 -0.739437180244859 0.0960302918779279 7.44179605818037e-15 5.10069458947477e-14
"84" "FBgn0197339" 1681.22709780728 0.711241460901985 0.0868914216013753 1.62498219700922e-16 1.29835611930092e-15
"85" "FBgn0197341" 20884.4189272474 -0.863461350904324 0.15870724312675 2.44876852665685e-08 8.98177051835926e-08
"86" "FBgn0197343" 23.6003416407149 1.68900571208116 0.518117401815209 0.00016269373388184 0.000374857654971709
"87" "FBgn0197344" 32.1213419992014 -1.21223491155993 0.464979820235707 0.00210213431945138 0.00411571111096379
"88" "FBgn0197346" 75.0254717320517 -0.618046218610297 0.277796274760348 0.0159205365385559 0.0266073815629387
"89" "FBgn0197347" 780.248018025938 -0.619359143998647 0.129591777600597 1.13984800134194e-06 3.50244204048706e-06
"90" "FBgn0197359" 259.402832419 -3.73671355635615 0.218793867702565 1.61596443450799e-66 3.10766677629346e-64
"91" "FBgn0197361" 4.84443250496927 -3.48038934818563 1.77107814190985 0.00214800371928021 0.00419520810450909
"92" "FBgn0197362" 35.4148223894289 -3.77388605036356 1.06784832344332 2.07874643796803e-05 5.44152493994258e-05
"93" "FBgn0197363" 4.69765563369731 -3.48275043084877 1.82006186581298 0.00269591948119076 0.00518006647600375
"94" "FBgn0197371" 265.526856467771 -1.34053889374217 0.260245939958545 5.81230700376693e-08 2.05745707140642e-07
"95" "FBgn0197372" 38.0604113423004 -2.45224920280866 0.548422098091879 6.97514998726265e-07 2.19033848417589e-06
"96" "FBgn0197377" 21.9619917659663 -1.16991190522464 0.977313043971725 0.0291275004046662 0.0461226773869458
"97" "FBgn0197378" 3231.99633878723 1.27747847811079 0.130761942247656 3.96643672789832e-23 5.55799437977109e-22
"98" "FBgn0197381" 280.96840922257 -0.781598372512679 0.139410446073342 1.06690258700736e-08 4.05459334087906e-08
"99" "FBgn0197382" 261.55679972513 -1.31091580086441 0.348619222633517 3.60835166174431e-05 9.14925083771221e-05
"100" "FBgn0197383" 2844.83207618538 0.785457190770204 0.101619385713876 5.77250544698857e-15 3.99172509334845e-14
"101" "FBgn0197385" 62.3333406488022 -2.77543730423806 0.342970931507622 6.17783579199072e-17 5.15004337995997e-16
