"gene" "baseMean" "log2FoldChange" "lfcSE" "pvalue" "padj"
"1" "FBgn0015690" 24.5034149593929 -5.66737257339166 1.37971860556543 4.90447490474187e-06 2.21138915108779e-05
"2" "FBgn0013139" 119.690673262558 -0.931287741148314 0.239671692080052 2.14528737588904e-05 8.66138356300298e-05
"3" "FBgn0082392" 3511.57471769543 0.810142874834804 0.0592541153087861 5.25774227912186e-43 4.99665268389367e-41
"4" "FBgn0020065" 84.2375252148317 -1.43060826099133 0.259937510810114 4.31737121402854e-09 2.95960854061549e-08
"5" "FBgn0014844" 8426.70926246148 0.620774283983062 0.0897237335974684 1.97335737204463e-12 2.03352739756852e-11
"6" "FBgn0062279" 1345.95919053542 0.80641394096343 0.0963028342220593 1.80563778708826e-17 3.07927707893165e-16
"7" "FBgn0013145" 160.09745323135 2.05601821951582 1.0240530413205 0.0017183219428897 0.00481259992014877
"8" "FBgn0013913" 15.8962986190149 5.32630952097225 1.83620326163159 0.000132029131071908 0.000469019779037876
"9" "FBgn0064310" 7356.2738195074 0.823261198995967 0.0649797664426202 2.55334515139852e-37 1.71027980351808e-35
"10" "FBgn0013088" 350.4621954175 1.30666553334767 1.15271303558631 0.0105257319118853 0.0244282223185666
"11" "FBgn0043390" 1217.38264201527 2.3339453844642 0.182900742017218 1.85873945635928e-38 1.34203402696486e-36
"12" "FBgn0062278" 843.997822626999 1.04508167180003 0.108574883754733 1.23241576364518e-22 3.14294286146119e-21
"13" "FBgn0013072" 9.70074832144189 -7.06965771846545 2.77950522141465 3.46589024757441e-06 1.59706728813841e-05
"14" "FBgn0013073" 76.2489393013258 -1.01026069845254 0.348113786545987 0.000603300788572599 0.00186699178072327
"15" "FBgn0013112" 157.990529649225 -3.83618888648895 0.293689795577002 2.67828449871795e-40 2.25604888948825e-38
"16" "FBgn0022428" 2010.80880343577 1.97084741896722 1.09785955386207 0.00270210556462812 0.00720842412982247
"17" "FBgn0062715" 97.5490661512386 4.05917562490728 0.549471905446644 1.21149044492164e-14 1.58663866396746e-13
"18" "FBgn0016403" 265.884340577701 1.18764602066286 1.31281528620363 0.0133923197515218 0.0302415116403677
"19" "FBgn0014842" 90.2417207042988 1.18113160857155 0.557479197488567 0.00350052753148825 0.00910251768536433
"20" "FBgn0013109" 1099.97497330969 1.04466079566519 0.102217429858831 3.18087719788761e-25 1.02220154807261e-23
"21" "FBgn0013090" 4.61950022487842 0.667376238536593 1.32391296524771 0.0170913655529806 0.0374018684478629
"22" "FBgn0064307" 904.971586405371 0.810459063232152 0.101847510940084 5.19990228368588e-16 7.71932089349844e-15
"23" "FBgn0015211" 4487.51344982513 0.728469513252984 0.0520456833272971 5.79857559881114e-45 6.02564131618514e-43
"24" "FBgn0013918" 8.92496698147672 2.90723909916261 1.07952319024843 0.00053744500005526 0.0016823904717383
"25" "FBgn0013147" 155.855970060582 0.808194158942482 0.183763881667165 3.06834199607012e-06 1.42629158253778e-05
"26" "FBgn0015684" 1770.76064128263 -0.645420829465222 0.0760606386930405 8.96385537449477e-18 1.58456451365672e-16
"27" "FBgn0041262" 190.517911849131 -0.83837099411786 0.303802144338904 0.00130898362273265 0.0037637933543223
"28" "FBgn0044890" 903.310074812345 -0.934228191616757 0.103566264583032 4.32404517867658e-20 9.4088176793943e-19
"29" "FBgn0013135" 374.69791852857 -0.80464224459352 0.140640881753941 3.05584531195477e-09 2.13429296630811e-08
"30" "FBgn0017793" 69.3894568607822 -1.11498560720036 0.350855788917526 0.000207726792484564 0.000712215296218275
"31" "FBgn0013115" 2454.7314296393 1.63420539994455 0.117012005341754 2.44707707706458e-45 2.66755392351775e-43
"32" "FBgn0020983" 1263.16270139192 0.78194470984101 0.113213747233117 1.50099651729526e-12 1.56415935105961e-11
"33" "FBgn0085843" 850.180383864034 -0.81223526683259 0.105046427954231 3.2088138073773e-15 4.43214915828922e-14
"34" "FBgn0086437" 8.44776654376838 -2.08014965560198 1.0832978677679 0.00265931982011788 0.00711134609905982
"35" "FBgn0086440" 1747.03068068781 0.866192756044636 0.105552367549891 6.13511115449616e-17 9.88642042418012e-16
"36" "FBgn0197340" 466.45370467753 -0.639559366719335 0.159392683119324 2.36183323672624e-05 9.46691555845676e-05
"37" "FBgn0197343" 49.9966127559932 1.07334604107125 0.368690046443665 0.000542424125772357 0.00169559006310454
"38" "FBgn0197346" 147.912707009184 -1.5692616616742 0.199089384001297 3.45006667260288e-16 5.19097311673497e-15
"39" "FBgn0197353" 415.203077151039 -0.64567643249306 0.197364359149314 0.000400666308906799 0.00128608795864166
"40" "FBgn0197359" 47.7579403921852 -2.72156759438652 0.397831511182367 6.24474613975512e-13 6.81406597918912e-12
"41" "FBgn0197367" 3383.36079693652 1.31945713763194 0.0525524447994514 6.05920943381949e-140 4.49148997964259e-137
"42" "FBgn0197378" 2613.14195730168 1.06903443000702 0.0707569110129875 2.73228596342386e-52 3.7049131252817e-50
"43" "FBgn0197379" 99.3425011547598 0.798535979407882 0.262584834253159 0.000620007162741947 0.00191602547040792
"44" "FBgn0197382" 3445.16729157386 -2.01758322033788 0.384510206097299 1.0740954843143e-08 6.98821983036322e-08
"45" "FBgn0197385" 38.8169091422656 -2.68594565901097 0.479737096037375 1.43175119124896e-09 1.03374295425306e-08
"46" "FBgn0197395" 242.683320068343 -2.88660397045687 0.189495304096176 1.5383371257658e-53 2.19291929504999e-51
"47" "FBgn0197396" 248.35490810316 -0.69302439409138 0.153120503751959 2.13415356203689e-06 1.01713045247699e-05
