FBgn0082392
FBgn0013112
FBgn0062715
FBgn0041262
FBgn0197359
FBgn0197385
FBgn0197420
FBgn0197491
FBgn0197544
FBgn0197564
FBgn0197599
FBgn0197616
FBgn0197646
FBgn0202385
FBgn0202426
FBgn0202559
FBgn0202588
FBgn0202612
FBgn0202655
FBgn0202667
FBgn0202685
FBgn0202711
FBgn0202781
FBgn0202837
FBgn0202860
FBgn0202887
FBgn0202931
FBgn0203058
FBgn0203202
FBgn0203273
FBgn0203327
FBgn0203332
FBgn0203447
FBgn0203452
FBgn0203479
FBgn0203556
FBgn0203638
FBgn0203650
FBgn0203729
FBgn0203814
FBgn0203840
FBgn0203861
FBgn0203901
FBgn0203914
FBgn0203951
FBgn0203982
FBgn0204038
FBgn0204123
FBgn0204139
FBgn0204169
FBgn0204199
FBgn0204209
FBgn0204264
FBgn0204266
FBgn0204286
FBgn0204373
FBgn0204385
FBgn0204386
FBgn0204389
FBgn0204568
FBgn0204596
FBgn0204655
FBgn0204692
FBgn0204910
FBgn0204930
FBgn0204941
FBgn0204958
FBgn0204971
FBgn0205023
FBgn0205194
FBgn0205224
FBgn0205228
FBgn0205274
FBgn0205280
FBgn0205321
FBgn0205371
FBgn0205402
FBgn0205417
FBgn0205475
FBgn0205503
FBgn0205531
FBgn0205591
FBgn0205625
FBgn0205864
FBgn0205872
FBgn0205890
FBgn0205987
FBgn0205994
FBgn0206023
FBgn0206036
FBgn0206230
FBgn0206305
FBgn0206413
FBgn0206491
FBgn0206492
FBgn0206625
FBgn0206667
FBgn0206683
FBgn0206766
FBgn0206823
FBgn0206844
FBgn0206933
FBgn0206975
FBgn0207051
FBgn0207092
FBgn0207095
FBgn0207105
FBgn0207113
FBgn0207119
FBgn0207130
FBgn0207240
FBgn0207246
FBgn0207258
FBgn0207262
FBgn0207312
FBgn0207353
FBgn0207512
FBgn0207523
FBgn0207587
FBgn0207594
FBgn0207620
FBgn0207622
FBgn0207623
FBgn0207667
FBgn0207674
FBgn0207676
FBgn0207915
FBgn0207921
FBgn0207946
FBgn0207981
FBgn0207992
FBgn0208003
FBgn0208015
FBgn0208137
FBgn0208233
FBgn0208245
FBgn0208294
FBgn0208299
FBgn0208337
FBgn0197693
FBgn0197748
FBgn0197802
FBgn0197851
FBgn0197988
FBgn0198037
FBgn0198073
FBgn0198105
FBgn0198108
FBgn0208355
FBgn0208403
FBgn0208449
FBgn0208509
FBgn0208527
FBgn0208600
FBgn0208609
FBgn0208613
FBgn0208614
FBgn0208625
FBgn0208697
FBgn0208709
FBgn0208796
FBgn0208800
FBgn0208857
FBgn0208858
FBgn0208885
FBgn0208900
FBgn0208923
FBgn0208950
FBgn0208971
FBgn0208972
FBgn0208973
FBgn0208974
FBgn0208979
FBgn0209043
FBgn0209094
FBgn0209144
FBgn0209345
FBgn0209363
FBgn0209381
FBgn0209382
FBgn0209421
FBgn0209464
FBgn0209532
FBgn0209611
FBgn0209613
FBgn0209647
FBgn0209689
FBgn0209746
FBgn0209771
FBgn0209772
FBgn0209827
FBgn0209869
FBgn0209880
FBgn0209887
FBgn0209905
FBgn0209914
FBgn0210000
FBgn0210075
FBgn0210160
FBgn0210183
FBgn0210184
FBgn0210211
FBgn0210214
FBgn0210263
FBgn0210267
FBgn0210273
FBgn0210330
FBgn0210332
FBgn0210354
FBgn0210366
FBgn0210383
FBgn0210384
FBgn0210401
FBgn0210442
FBgn0210443
FBgn0210455
FBgn0210462
FBgn0210589
FBgn0210599
FBgn0210839
FBgn0210840
FBgn0210863
FBgn0210884
FBgn0210920
FBgn0210951
FBgn0210977
FBgn0211048
FBgn0211116
FBgn0211140
FBgn0211246
FBgn0211267
FBgn0211283
FBgn0211298
FBgn0211319
FBgn0211327
FBgn0211356
FBgn0211405
FBgn0211430
FBgn0211538
FBgn0211632
FBgn0211681
FBgn0211723
FBgn0211735
FBgn0211750
FBgn0211751
FBgn0257253
FBgn0281875
FBgn0281888
FBgn0281896
FBgn0281938
FBgn0281943
FBgn0281978
FBgn0281980
FBgn0282017
FBgn0282045
FBgn0282067
FBgn0282088
FBgn0282279
FBgn0282407
FBgn0282420
FBgn0282493
FBgn0282528
FBgn0282557
FBgn0282704
FBgn0282779
FBgn0282817
FBgn0282839
FBgn0282856
FBgn0282871
FBgn0198227
FBgn0198233
FBgn0198241
FBgn0198283
FBgn0198302
FBgn0198311
FBgn0198322
FBgn0198329
FBgn0198423
FBgn0198482
FBgn0198512
FBgn0198620
FBgn0198738
FBgn0198748
FBgn0198762
FBgn0198768
FBgn0198771
FBgn0198781
FBgn0282914
FBgn0282925
FBgn0282959
FBgn0282987
FBgn0282991
FBgn0283045
FBgn0283070
FBgn0283094
FBgn0283103
FBgn0283104
FBgn0283128
FBgn0283134
FBgn0283197
FBgn0283244
FBgn0283292
FBgn0283318
FBgn0283350
FBgn0283351
FBgn0283355
FBgn0283421
FBgn0198890
FBgn0198931
FBgn0198977
FBgn0198997
FBgn0199017
FBgn0199020
FBgn0199042
FBgn0199051
FBgn0199099
FBgn0199147
FBgn0199274
FBgn0199283
FBgn0199348
FBgn0199383
FBgn0199388
FBgn0199469
FBgn0199501
FBgn0199520
FBgn0199533
FBgn0199566
FBgn0199635
FBgn0199637
FBgn0199715
FBgn0199734
FBgn0199757
FBgn0199765
FBgn0199850
FBgn0199851
FBgn0199861
FBgn0199868
FBgn0199887
FBgn0199923
FBgn0199974
FBgn0199981
FBgn0200008
FBgn0200015
FBgn0200054
FBgn0200085
FBgn0200090
FBgn0200120
FBgn0200152
FBgn0200222
FBgn0200310
FBgn0200354
FBgn0200362
